ID,Category,Sales,Quantity,Discount,Region,Customer_Satisfaction,Profit,Product_Code,Date,Status,Supplier
4179,D,4661.648266578717,21,0.2837562468171568,North,1,670.714775005137,1749,2031-06-10,Returned,Supplier C
4180,C,3446.9635203733046,18,0.119532380016037,North,2,1860.0395045634764,3516,2031-06-11,Pending,Supplier B
4181,C,2170.330153921629,21,0.3693517102119814,West,2,360.39417510200553,6513,2031-06-12,Delivered,Supplier A
4182,A,1302.7274362142448,20,0.06993213354235189,South,3,1977.168678622661,4973,2031-06-13,Shipped,Supplier C
4183,B,4261.121357346034,35,0.1621766624482841,West,4,354.5944487415908,9129,2031-06-14,Shipped,Supplier A
4184,B,3623.5224085204354,30,0.18142354901505198,North,2,-269.95467770803623,7805,2031-06-15,Delivered,Supplier C
4185,A,3298.6497886334832,25,0.22955590227294126,South,4,1359.7284423022008,1648,2031-06-16,Returned,Supplier A
4186,A,2460.9835152014957,38,0.4319746121913729,West,5,548.7281784585427,8662,2031-06-17,Shipped,Supplier A
4187,B,1470.3549981665067,15,0.1961220718753665,South,4,999.6378715016829,6743,2031-06-18,Returned,Supplier B
4188,A,1317.4616589865454,30,0.08849041633139187,East,4,1874.1343961924922,9782,2031-06-19,Pending,Supplier C
4189,B,2699.8710398487574,39,0.4231293022859469,North,5,1911.2372083636947,8206,2031-06-20,Pending,Supplier B
4190,C,4597.271606209357,16,0.09561006239504793,West,3,1677.7611392134013,1977,2031-06-21,Shipped,Supplier C
4191,D,1004.2018080254911,45,0.3871202443486033,South,4,1610.6656281433156,6185,2031-06-22,Shipped,Supplier B
4192,B,2089.035918192805,5,0.488931057130268,South,4,1280.7822083575707,3312,2031-06-23,Returned,Supplier C
4193,B,3632.4151131587632,34,0.3014289358685484,South,3,-269.23819727376406,6456,2031-06-24,Shipped,Supplier C
4194,A,2071.353156165273,7,0.27151281888873996,South,5,1172.8040182682623,3420,2031-06-25,Delivered,Supplier B
4195,B,1983.3784728876833,33,0.2434322308696158,South,4,1387.4445223959196,6969,2031-06-26,Delivered,Supplier B
4196,A,2434.0643417650917,10,0.2592480953414188,West,4,1891.2712399763832,4685,2031-06-27,Pending,Supplier B
4197,D,3624.79305485483,27,0.30306090894517823,West,4,685.3449198105732,8283,2031-06-28,Delivered,Supplier A
4198,B,1804.4982830337979,8,0.0406283465521175,West,2,604.8056805325512,6458,2031-06-29,Shipped,Supplier B
4199,D,3274.0498726480832,39,0.1088944265496688,North,5,715.7576370953163,7739,2031-06-30,Shipped,Supplier A
4200,D,1431.421022120423,26,0.37819005458220883,East,4,-116.23529929226646,3879,2031-07-01,Shipped,Supplier B
4201,B,3944.748132426747,15,0.06822803797229371,West,3,-270.74163802634206,8112,2031-07-02,Returned,Supplier A
4202,B,2642.742043766936,30,0.31266368763902846,North,3,833.6251437637986,4698,2031-07-03,Delivered,Supplier C
4203,A,4884.119914803783,13,0.3317053747457324,North,1,1405.1030438394348,6812,2031-07-04,Shipped,Supplier B
4204,C,2923.646002823444,24,0.3356856593634956,South,4,1670.0097523302984,2193,2031-07-05,Shipped,Supplier B
4205,B,2478.6715265520374,1,0.07023629538816528,East,3,194.69943225848147,4124,2031-07-06,Shipped,Supplier B
4206,B,1273.7946980589045,41,0.060417218541365225,South,1,-14.543168937401617,5791,2031-07-07,Delivered,Supplier B
4207,B,4457.842666419685,14,0.2943703637711704,West,5,-52.72588677626709,4558,2031-07-08,Delivered,Supplier C
4208,D,3366.854381524998,11,0.003359975982717589,West,3,-278.2619865602735,4373,2031-07-09,Shipped,Supplier B
4209,D,3078.444706966114,40,0.44120883042322195,South,3,1178.1916154161859,5168,2031-07-10,Shipped,Supplier B
4210,D,3936.3763361897268,12,0.19540585622543144,West,2,1543.8272552823266,7570,2031-07-11,Returned,Supplier A
4211,A,3294.2641173159295,6,0.42903371781031574,West,1,436.48810042322566,4475,2031-07-12,Returned,Supplier B
4212,D,2552.4999116747686,39,0.15858440171737515,West,1,1653.8483889969266,8740,2031-07-13,Delivered,Supplier C
4213,B,1917.7246206795135,36,0.2319499467524926,North,2,1198.27140290665,6511,2031-07-14,Delivered,Supplier B
4214,B,2385.2572806944136,7,0.21400336655840468,North,4,1190.2905137675177,4501,2031-07-15,Delivered,Supplier C
4215,B,1092.0641768020366,38,0.06962231339995989,North,3,861.6998302761272,3470,2031-07-16,Pending,Supplier C
4216,B,1239.8125213240419,30,0.3534645914425911,West,4,1300.5689822644829,4092,2031-07-17,Pending,Supplier B
4217,D,2184.139794058579,17,0.38513687689399295,North,5,648.0500254894705,4399,2031-07-18,Returned,Supplier A
4218,C,3438.7007681557884,46,0.3192661537765968,West,1,-134.21670187404408,9519,2031-07-19,Shipped,Supplier A
4219,A,3832.4913593253546,33,0.061596280344201115,West,4,1804.4994315898675,5230,2031-07-20,Shipped,Supplier C
4220,D,2358.8576225540487,11,0.3139291396732182,East,1,297.37124191338637,2489,2031-07-21,Shipped,Supplier A
4221,D,3763.883900824892,34,0.21175188394637245,West,4,1604.2439776666024,1537,2031-07-22,Pending,Supplier A
4222,B,4590.285046887798,23,0.22090706160587054,West,5,-332.93275291813814,6622,2031-07-23,Delivered,Supplier A
4223,B,2329.8566020584594,44,0.23037768408034126,North,1,1240.3212262909208,2844,2031-07-24,Returned,Supplier A
4224,A,1810.6956275677262,49,0.2892599168548725,South,3,1373.817985580725,2820,2031-07-25,Pending,Supplier C
4225,B,2099.7507142049917,32,0.13396376605428373,North,5,1805.075638126652,1179,2031-07-26,Returned,Supplier C
4226,B,2997.0923593061334,36,0.2400414303032033,East,4,507.30955762232395,2643,2031-07-27,Returned,Supplier B
4227,A,1067.6654843174597,33,0.39727465585037747,North,4,-420.4405496388912,7613,2031-07-28,Shipped,Supplier C
4228,A,3086.8922437550127,6,0.4889780214726421,North,3,1768.1621980063123,7934,2031-07-29,Pending,Supplier B
4229,D,1690.3215538772147,29,0.06433155077788155,East,2,1808.0818915720274,8002,2031-07-30,Shipped,Supplier A
4230,D,2026.7429256971727,24,0.08711987805017518,East,5,483.3900133684107,9121,2031-07-31,Shipped,Supplier B
4231,B,3007.867213704336,9,0.4823577930484638,South,3,-364.65893062605625,6571,2031-08-01,Shipped,Supplier C
4232,C,3914.14935504444,39,0.48496630672013125,North,2,-468.54641709153526,6585,2031-08-02,Delivered,Supplier A
4233,B,3396.260062983101,30,0.06676287373493228,South,3,494.89756676541083,8553,2031-08-03,Returned,Supplier A
4234,D,1892.909728149692,18,0.1654401787429654,East,4,1204.4406650648555,8327,2031-08-04,Shipped,Supplier B
4235,B,2906.4876574645386,26,0.20599176801314473,South,1,1488.3957719478271,4755,2031-08-05,Returned,Supplier A
4236,B,3444.864991023617,12,0.3752488315200089,East,4,399.05481516281554,9394,2031-08-06,Delivered,Supplier C
4237,D,1392.1367940420737,25,0.008506601647768008,West,3,1079.1612801501285,6596,2031-08-07,Returned,Supplier A
4238,D,3512.4227862027133,16,0.04879460408373354,East,4,365.6461029036119,8718,2031-08-08,Delivered,Supplier A
4239,D,3158.462145914866,31,0.20619745983943483,North,3,-407.6686155349722,7534,2031-08-09,Shipped,Supplier A
4240,C,2070.572846612454,25,0.07714041268796673,East,2,636.481310657037,6574,2031-08-10,Shipped,Supplier A
4241,D,3668.8350741022455,38,0.20993636911424302,North,5,-272.3476687027211,6257,2031-08-11,Returned,Supplier C
4242,B,2698.5826833437177,44,0.19854711947203152,South,4,475.83346800461766,6964,2031-08-12,Delivered,Supplier C
4243,A,1782.0805946719886,3,0.4332654288249778,West,4,670.3552987651206,7897,2031-08-13,Shipped,Supplier A
4244,C,4251.446916219762,18,0.23153381055274075,North,2,265.9013104479517,2273,2031-08-14,Shipped,Supplier A
4245,D,3279.8010736973492,27,0.2688000606059035,South,5,-401.02465216296025,3162,2031-08-15,Returned,Supplier C
4246,B,2920.9824304727954,46,0.27632649813402504,South,2,211.3460862204921,4767,2031-08-16,Shipped,Supplier A
4247,A,3539.7000264497924,16,0.11483296414092081,West,2,396.23372976262544,7957,2031-08-17,Returned,Supplier A
4248,C,1184.2095780423372,1,0.24270333052007953,West,5,515.2869890165337,8899,2031-08-18,Pending,Supplier B
4249,B,2014.604057616602,45,0.24108583360049213,North,3,685.0413403951054,7860,2031-08-19,Shipped,Supplier A
4250,D,3797.945581722234,27,0.23770325134266101,East,3,-155.60202708789535,4626,2031-08-20,Shipped,Supplier C
4251,C,2740.432934107929,7,0.3554379927293737,North,3,-78.7956544353803,4749,2031-08-21,Returned,Supplier B
4252,D,1773.7509522150262,36,0.06937739975991625,West,3,1809.7382767737636,2857,2031-08-22,Delivered,Supplier B
4253,A,1866.2373140330417,7,0.40437170421635793,South,3,296.2005124431207,4255,2031-08-23,Delivered,Supplier B
4254,A,3851.012119913889,37,0.202172206943737,North,1,312.2535953485635,8501,2031-08-24,Returned,Supplier C
4255,B,1898.3236121412729,1,0.119674759358471,North,2,1285.68074930641,2201,2031-08-25,Shipped,Supplier C
4256,C,1846.5998963724708,18,0.2502282133695109,North,3,1498.3551810981749,2039,2031-08-26,Delivered,Supplier A
4257,D,2914.9921609535418,7,0.34663504886461,West,2,1306.5478987309784,7411,2031-08-27,Returned,Supplier C
4258,D,1736.4568360250078,24,0.0699599912311249,North,3,-228.83362229328418,1650,2031-08-28,Pending,Supplier B
4259,B,1915.7474955457815,24,0.31847660767534175,West,1,1113.0971489039493,2785,2031-08-29,Shipped,Supplier A
4260,B,3418.605512542832,15,0.002663713478468943,North,1,510.69925432903085,2322,2031-08-30,Returned,Supplier B
4261,A,3534.0088498163764,19,0.11825102144898192,East,1,1911.64730199849,3148,2031-08-31,Shipped,Supplier A
4262,A,3420.1887192514005,41,0.3035447368532065,West,3,341.97814686189724,5189,2031-09-01,Delivered,Supplier A
4263,B,1476.314954492298,18,0.11115946734057985,West,4,-386.9634464397071,8761,2031-09-02,Shipped,Supplier B
4264,D,2727.035254335553,45,0.3515996121885274,North,3,1521.502033608145,1364,2031-09-03,Shipped,Supplier A
4265,D,3837.3172537221535,7,0.39924867193847513,East,3,1778.0095211816233,9506,2031-09-04,Returned,Supplier C
4266,B,2730.0708920396937,23,0.47707726279401386,East,5,1398.2613512414143,9356,2031-09-05,Pending,Supplier B
4267,A,4521.843497844749,25,0.10339662984179337,East,1,134.0216046375058,5367,2031-09-06,Returned,Supplier A
4268,C,1631.400815586891,24,0.495776441573719,North,3,970.3484522947383,9811,2031-09-07,Pending,Supplier B
4269,A,4320.367536212758,26,0.329223794383061,North,5,-229.5563532326115,8868,2031-09-08,Returned,Supplier C
4270,A,1101.5048796198942,17,0.40838295809230424,North,3,-74.69999767166013,2343,2031-09-09,Returned,Supplier A
4271,B,4491.119398533501,21,0.45093428065704894,West,2,1693.7864032079574,8295,2031-09-10,Shipped,Supplier A
4272,B,2077.3955038005824,1,0.08782545950027731,South,3,298.8505434938553,5966,2031-09-11,Pending,Supplier A
4273,A,4845.4621511522055,16,0.08059389169805853,West,2,118.23841339503997,9632,2031-09-12,Shipped,Supplier A
4274,D,4305.428824013895,25,0.4143321277861863,West,5,-106.61916337508859,9241,2031-09-13,Returned,Supplier C
4275,C,2039.1216708774368,13,0.3577123877599135,South,3,-333.57388839202235,1583,2031-09-14,Pending,Supplier A
4276,A,1480.3033096168226,7,0.24825437645348158,South,1,911.8091800213158,1943,2031-09-15,Shipped,Supplier B
4277,A,3469.129413794466,32,0.3268797478701192,East,3,612.8436397263094,9594,2031-09-16,Returned,Supplier C
4278,C,3029.174369455913,18,0.13822441054343276,North,4,-284.4072286389458,1991,2031-09-17,Pending,Supplier B
4279,C,1139.7865005659398,10,0.28771518826501147,West,2,772.3261180797715,7681,2031-09-18,Pending,Supplier B
4280,A,3298.5526940899103,34,0.4245655617033747,West,2,1130.5698877783273,2124,2031-09-19,Shipped,Supplier A
4281,A,1075.3541481095624,48,0.22782174457363663,West,1,267.4990325282524,1379,2031-09-20,Shipped,Supplier C
4282,B,1283.1149632496106,14,0.0029120143995711167,East,1,885.067512984547,2787,2031-09-21,Returned,Supplier B
4283,B,1581.5970727300703,36,0.42169709040259395,West,5,37.082071044401914,5636,2031-09-22,Delivered,Supplier C
4284,B,2217.850274442163,47,0.3365170289327656,West,2,-351.42397362173904,2851,2031-09-23,Returned,Supplier B
4285,C,3929.700483854009,26,0.428173517299929,East,5,-432.3583747156499,8656,2031-09-24,Returned,Supplier A
4286,D,3200.382499986481,1,0.14786844427364787,South,2,205.41978103598694,1613,2031-09-25,Returned,Supplier A
4287,D,2221.1686050838734,41,0.44436201872675907,West,4,410.9417163630387,6224,2031-09-26,Returned,Supplier A
4288,A,2008.9018007276604,23,0.428932066264307,West,3,-99.10163417501377,8701,2031-09-27,Pending,Supplier B
4289,A,2123.794847818498,45,0.1703530963323776,North,5,-319.4907699463205,1445,2031-09-28,Returned,Supplier C
4290,D,2861.702684767718,17,0.11292406142216782,East,2,-214.1331635219816,7304,2031-09-29,Returned,Supplier B
4291,C,3467.567532168989,45,0.3727279653458856,North,3,672.4898998185215,7422,2031-09-30,Returned,Supplier A
4292,A,1502.6633975700702,14,0.05856179924353383,South,3,920.9128853363479,4765,2031-10-01,Shipped,Supplier A
4293,A,2318.101482869022,23,0.09905041550211774,North,1,641.6022924765623,3893,2031-10-02,Returned,Supplier A
4294,A,1764.6859203346203,33,0.26804642424131986,South,2,-152.7995722401971,8895,2031-10-03,Delivered,Supplier A
4295,A,4462.646826568598,17,0.41536251997261536,West,3,-376.60090419626215,9374,2031-10-04,Pending,Supplier A
4296,C,1756.237378775976,40,0.33614685329554417,South,5,836.8477195453172,6100,2031-10-05,Shipped,Supplier A
4297,C,2143.0104891109845,49,0.2380637105821779,North,5,1248.7109963522844,9335,2031-10-06,Returned,Supplier B
4298,C,3539.7194174583396,42,0.3938839253827032,North,3,379.3028724268506,3433,2031-10-07,Shipped,Supplier C
4299,A,2023.7398371792942,32,0.033909090515227835,North,5,1979.054306535273,4723,2031-10-08,Pending,Supplier A
4300,B,1244.9313306676183,36,0.4246872868481901,South,5,-329.473250363385,7922,2031-10-09,Shipped,Supplier A
4301,B,1818.4799435759564,31,0.02359878174148916,South,2,1330.05873083193,6817,2031-10-10,Returned,Supplier C
4302,D,4487.62258520421,35,0.2985816070178779,North,4,1874.7483212097795,1875,2031-10-11,Pending,Supplier B
4303,C,4461.04333842326,46,0.4214345638264449,South,2,-215.20490397121603,5029,2031-10-12,Returned,Supplier C
4304,D,3033.0320687959593,21,0.1861014022752503,South,1,1366.3559757473809,5118,2031-10-13,Pending,Supplier C
4305,B,3154.5847661793937,27,0.09796008574221493,East,4,1115.8977123985103,1809,2031-10-14,Delivered,Supplier A
4306,A,1314.5226195109774,45,0.039446564056821565,South,4,1271.215060806882,4772,2031-10-15,Returned,Supplier A
4307,C,3958.358210464665,22,0.27103734789063083,West,4,502.3952380758441,4071,2031-10-16,Delivered,Supplier B
4308,A,2897.8739546876423,10,0.007182843809298067,South,5,-65.0621216726986,5754,2031-10-17,Returned,Supplier B
4309,D,2326.794696363293,4,0.49534812740381867,West,1,943.7821966489103,9382,2031-10-18,Pending,Supplier B
4310,B,2386.1708987791762,3,0.07829519269294655,South,5,-229.3784504148506,4891,2031-10-19,Delivered,Supplier B
4311,C,2605.8403173359875,29,0.026893610813622792,South,3,-168.44079039779342,7728,2031-10-20,Pending,Supplier C
4312,B,4272.541013007152,12,0.35372629910651465,West,2,174.55350509169728,8834,2031-10-21,Pending,Supplier B
4313,A,3238.7152348724917,31,0.446682085688515,West,4,-216.33437114260425,6426,2031-10-22,Pending,Supplier B
4314,D,1881.490262168398,14,0.008322499249527993,West,3,685.70870523553,7962,2031-10-23,Returned,Supplier C
4315,D,4750.507539280812,11,0.15706757263090892,South,3,601.3918798906138,9365,2031-10-24,Returned,Supplier C
4316,A,1527.7643371467198,16,0.22432897107867789,West,2,305.5813520304289,5850,2031-10-25,Returned,Supplier C
4317,B,1277.8179062315687,48,0.41622102932272553,South,2,1545.3828901781624,9427,2031-10-26,Pending,Supplier C
4318,A,2602.1392714933745,2,0.3730845439935615,North,5,-281.6230133139012,3655,2031-10-27,Returned,Supplier B
4319,A,3762.1522372127506,30,0.4341812075859566,North,3,-109.52903650265921,6992,2031-10-28,Pending,Supplier A
4320,C,4409.645071321695,40,0.36894292103062054,East,5,1879.8390089125292,1217,2031-10-29,Delivered,Supplier C
4321,C,4600.802003946392,25,0.18047573162129965,South,5,828.3267367145352,4886,2031-10-30,Returned,Supplier B
4322,A,2305.4715593389733,42,0.46785169779814223,North,1,1391.311557916638,8826,2031-10-31,Returned,Supplier C
4323,C,1582.6710647581149,48,0.22337093846263012,South,1,1704.0473317027572,9619,2031-11-01,Pending,Supplier C
4324,B,4498.334890074222,1,0.4965206005107787,South,3,1055.6069209595528,9144,2031-11-02,Returned,Supplier B
4325,A,1925.2632896359446,34,0.047652610004852436,North,2,-310.7696786394147,6091,2031-11-03,Shipped,Supplier C
4326,C,1042.8664252602302,3,0.19044569392271532,West,3,560.229722777739,8366,2031-11-04,Pending,Supplier C
4327,C,4003.243884545555,3,0.45075710220353116,West,3,332.92875051489716,1302,2031-11-05,Shipped,Supplier C
4328,D,2544.089563018013,4,0.40021115168619076,West,4,1694.121837239626,1868,2031-11-06,Delivered,Supplier A
4329,C,4980.746546062569,10,0.30612064769580716,North,3,414.75083789569646,5237,2031-11-07,Pending,Supplier A
4330,D,2841.4083618096097,37,0.13315456548054488,East,4,257.63457642525645,1858,2031-11-08,Shipped,Supplier C
4331,A,1666.0299843708376,40,0.15272472348250593,South,2,641.3742026818952,5565,2031-11-09,Shipped,Supplier B
4332,C,1008.218872920739,47,0.29810104774405954,South,3,-433.36435339217866,1051,2031-11-10,Shipped,Supplier A
4333,B,2848.8750374101946,2,0.25467020448397537,South,3,1055.7018558026882,9192,2031-11-11,Delivered,Supplier B
4334,C,4861.982111146068,44,0.3430541056728282,East,5,1897.7108352235146,8874,2031-11-12,Delivered,Supplier C
4335,C,4115.186702901592,44,0.4457229756855178,West,1,1622.4339255419754,7367,2031-11-13,Delivered,Supplier C
4336,C,4408.1729855799185,3,0.1281350169172164,South,3,507.82191308220024,5312,2031-11-14,Shipped,Supplier A
4337,A,1987.635976413594,41,0.20333866232111703,East,5,-193.17006807192763,9856,2031-11-15,Delivered,Supplier C
4338,C,3442.7143965267596,4,0.04636904535829878,East,5,115.8634507516283,8328,2031-11-16,Shipped,Supplier C
4339,A,3301.859376939314,3,0.05336161502093334,North,3,179.2218992039659,7051,2031-11-17,Pending,Supplier C
4340,A,3464.337454337529,33,0.04700010520032799,West,5,1818.842827177909,4633,2031-11-18,Shipped,Supplier C
4341,C,1118.0949986103137,38,0.42933336640769143,East,2,1404.2532223502253,1275,2031-11-19,Returned,Supplier C
4342,A,3128.7853386379206,46,0.4647723200431398,West,3,812.8482793290896,9142,2031-11-20,Delivered,Supplier B
4343,A,1403.4307898427012,34,0.17358772676282658,East,4,1495.076252636898,4391,2031-11-21,Pending,Supplier A
4344,C,3228.732461967038,28,0.14903490916470274,South,1,1704.995313423105,4360,2031-11-22,Delivered,Supplier B
4345,D,4037.5861020593734,2,0.2933629600211482,East,2,670.7144868354442,4535,2031-11-23,Pending,Supplier C
4346,C,3753.324150333705,15,0.43617955772540823,North,4,40.657655281332154,7358,2031-11-24,Returned,Supplier B
4347,B,3436.3683346909293,16,0.2622149334473939,North,5,1989.7479486404004,9860,2031-11-25,Delivered,Supplier A
4348,C,4655.815682327441,19,0.29019916552275254,North,5,1696.7695553486838,3136,2031-11-26,Returned,Supplier A
4349,B,1819.9479031209062,11,0.4280413131422341,East,4,1152.1644507800495,8149,2031-11-27,Shipped,Supplier C
4350,A,3197.0636274190697,4,0.041563686777699005,West,4,-339.9340352022449,7283,2031-11-28,Returned,Supplier B
4351,A,1369.2510256343585,23,0.024709087212040848,East,4,360.71124512474955,7213,2031-11-29,Delivered,Supplier B
4352,B,1126.7031115152354,44,0.38934017917804153,East,4,574.6749834991747,6269,2031-11-30,Shipped,Supplier C
4353,A,3949.466194234709,38,0.4926523490783222,North,2,1260.8314039067238,2584,2031-12-01,Returned,Supplier B
4354,B,4444.3034797843375,27,0.3993862983354529,South,1,1378.311782997897,2538,2031-12-02,Shipped,Supplier C
4355,A,3556.692877472908,11,0.21548324604958335,North,2,987.5676678139391,1616,2031-12-03,Returned,Supplier A
4356,B,1767.561652231283,15,0.06842825045577516,West,2,283.31355170058043,7776,2031-12-04,Returned,Supplier A
4357,B,4504.628614659894,6,0.11610880903771958,East,1,1367.8532843323335,9406,2031-12-05,Pending,Supplier B
4358,C,3005.986623283829,40,0.07642841976450954,North,4,135.44600657126614,8069,2031-12-06,Pending,Supplier C
4359,D,2235.4822219981575,40,0.14216856378970716,South,5,1722.5118966300556,3074,2031-12-07,Pending,Supplier C
4360,C,4872.569391280777,25,0.46140454123990576,West,4,1040.6522234309625,2153,2031-12-08,Shipped,Supplier B
4361,C,3102.5635910588317,19,0.3865204993851254,South,2,1467.276486801783,2482,2031-12-09,Delivered,Supplier C
4362,A,2297.870314957147,47,0.4159259366711231,West,2,1012.6587596511054,1219,2031-12-10,Shipped,Supplier C
4363,B,1145.9367659758657,34,0.2821111330034277,West,4,-5.729013997039317,6945,2031-12-11,Returned,Supplier A
4364,C,2720.2178079843543,12,0.2793198543923468,North,1,1695.612542622015,1924,2031-12-12,Delivered,Supplier A
4365,D,3940.605431007978,6,0.13095449641399132,North,5,-238.4646829127244,6271,2031-12-13,Returned,Supplier C
4366,D,2313.0096723302586,27,0.3638675266203667,North,2,-360.8454199995946,9702,2031-12-14,Delivered,Supplier B
4367,A,2498.509070232779,42,0.46950348292725796,North,5,1078.9635060417618,2409,2031-12-15,Shipped,Supplier B
4368,D,1499.2096048090314,30,0.2955763484822086,South,2,1104.7906892256146,6663,2031-12-16,Shipped,Supplier A
4369,A,2006.1547965672867,34,0.26816976347459215,South,1,774.7318886697856,8039,2031-12-17,Returned,Supplier A
4370,C,4208.545668213061,41,0.16760218872436272,South,5,35.46122955081455,1383,2031-12-18,Returned,Supplier C
4371,B,2059.441053327676,29,0.17729008336898144,East,5,437.55877388759154,1743,2031-12-19,Delivered,Supplier A
4372,A,4868.879761565031,24,0.22991907629889746,East,4,1423.7757776262972,8897,2031-12-20,Returned,Supplier C
4373,D,2721.6964206914636,28,0.024759484897891926,East,1,1769.103087730146,6359,2031-12-21,Pending,Supplier C
4374,C,3719.6998710387275,17,0.14422128231922543,East,1,1990.870808343806,9923,2031-12-22,Delivered,Supplier A
4375,D,4262.579143607616,47,0.10726144216292066,West,4,307.7136768361495,8542,2031-12-23,Pending,Supplier C
4376,B,3792.9024737989744,28,0.015528420335659321,North,1,1707.9687049851427,8886,2031-12-24,Delivered,Supplier C
4377,C,2337.5932366503694,26,0.34838139578170485,North,2,1049.0489743454425,6788,2031-12-25,Returned,Supplier C
4378,C,3547.510694400053,12,0.000846119561817904,East,2,-200.42185811736874,1389,2031-12-26,Pending,Supplier B
4379,B,3748.486466283681,29,0.4675868727145074,East,4,77.20638962584064,9127,2031-12-27,Delivered,Supplier A
4380,D,4276.386067609932,36,0.07043339138032406,North,3,64.26861802841483,9621,2031-12-28,Pending,Supplier B
4381,B,3933.514804829146,12,0.49403436881849233,North,4,-235.23938931948027,6786,2031-12-29,Delivered,Supplier A
4382,A,3577.3214847715067,18,0.10164830931487179,North,3,785.3684909338515,9834,2031-12-30,Delivered,Supplier C
4383,D,3503.170634660283,12,0.27902535430872655,South,4,169.64108947347916,8008,2031-12-31,Shipped,Supplier A
4384,C,4550.850334176007,46,0.2503308307829497,South,2,1034.6242883510913,1509,2032-01-01,Pending,Supplier C
4385,C,3024.49356478128,9,0.0014661574748366935,East,2,-252.677474016489,7042,2032-01-02,Shipped,Supplier C
4386,C,1424.5259363684793,49,0.3173155599925594,South,3,791.3520090264485,3123,2032-01-03,Pending,Supplier B
4387,A,4543.6679759078,20,0.03397065302761049,East,4,312.1780545958693,3451,2032-01-04,Pending,Supplier B
4388,C,1222.3622924757249,38,0.48422246389655543,East,4,556.3246373006307,4259,2032-01-05,Delivered,Supplier C
4389,D,2398.8654803490017,48,0.3538273132781873,West,5,57.15761643520568,4250,2032-01-06,Delivered,Supplier C
4390,B,4027.594602583681,9,0.3472546874572517,West,1,1215.9627501232221,6784,2032-01-07,Returned,Supplier B
4391,B,1772.7771867334532,40,0.3438432691238049,North,1,1925.8829776981092,9775,2032-01-08,Pending,Supplier C
4392,D,3398.7267457628377,19,0.265180072333993,East,2,273.2987726129412,9210,2032-01-09,Pending,Supplier A
4393,A,2940.9477849070463,33,0.18582495047265318,South,3,1251.5367264874585,8127,2032-01-10,Delivered,Supplier C
4394,D,3625.703728235285,24,0.1985615124971324,North,2,86.98584126540004,7833,2032-01-11,Delivered,Supplier B
4395,A,3683.9321145751187,34,0.11069881087259842,West,4,1421.1948668800699,6862,2032-01-12,Shipped,Supplier C
4396,C,1613.358496112939,25,0.2782528062366245,East,1,1476.6558316602245,5201,2032-01-13,Shipped,Supplier B
4397,D,4847.687000620374,25,0.274578992032428,East,4,575.6399614858656,9762,2032-01-14,Pending,Supplier B
4398,B,4395.85188188871,49,0.30334447031347733,East,1,-7.5268946189830785,5713,2032-01-15,Shipped,Supplier C
4399,C,4918.307764247735,9,0.4811432009559288,South,4,-124.08381715535307,7983,2032-01-16,Shipped,Supplier C
4400,B,2976.3588072662915,9,0.020365626842031526,North,5,1908.650538489885,7518,2032-01-17,Delivered,Supplier A
4401,C,4924.696825178638,22,0.408718945452849,East,2,-495.7219005735254,3315,2032-01-18,Delivered,Supplier C
4402,D,3423.268686643266,21,0.2346895566859747,North,4,1648.4311330350806,7151,2032-01-19,Pending,Supplier B
4403,B,1589.8524744663014,37,0.07925807259253864,North,2,19.73733886151149,1123,2032-01-20,Delivered,Supplier B
4404,D,3421.528270637545,25,0.4499153319171025,South,5,740.3600133700352,5839,2032-01-21,Pending,Supplier B
4405,C,1295.630999015274,49,0.39945166245862923,South,1,1886.2514520496238,3723,2032-01-22,Pending,Supplier B
4406,C,3610.502414608674,27,0.04696445045743686,East,3,-298.9444087095942,5747,2032-01-23,Returned,Supplier C
4407,B,4537.663092849934,13,0.23396101573837713,East,3,371.2610515689562,2854,2032-01-24,Returned,Supplier B
4408,A,4730.101607990558,41,0.2554626096676179,East,5,1093.989190605981,9529,2032-01-25,Delivered,Supplier C
4409,A,2116.955603839797,15,0.13060369642589054,West,4,984.6614264576208,9637,2032-01-26,Shipped,Supplier B
4410,A,2626.296410406374,18,0.23359747436222533,South,4,564.6064486400774,4793,2032-01-27,Delivered,Supplier A
4411,C,3769.585950461784,39,0.1490520891013617,South,3,1598.1811683948536,2530,2032-01-28,Delivered,Supplier A
4412,D,3809.1936333364542,25,0.23994796485774644,West,4,881.0577994420075,5254,2032-01-29,Returned,Supplier C
4413,A,3727.7155571609655,41,0.4557666109194571,North,2,932.2811166479758,1047,2032-01-30,Returned,Supplier A
4414,A,2253.150399457252,16,0.35548360639704196,South,3,-66.09165637985757,8677,2032-01-31,Pending,Supplier C
4415,C,1959.909244722216,47,0.3309143776407041,North,5,576.4002098755782,8328,2032-02-01,Shipped,Supplier A
4416,D,2644.413221651779,6,0.025946544565231544,East,5,950.41337024885,1843,2032-02-02,Shipped,Supplier B
4417,D,2146.619038965515,27,0.04634125295278918,North,4,342.6071026306312,1426,2032-02-03,Shipped,Supplier C
4418,A,3028.675194717706,41,0.09607809443246934,North,2,629.4767614473151,5878,2032-02-04,Shipped,Supplier B
4419,B,3941.9245495683103,23,0.3609340691634537,North,1,-80.62397632427479,3946,2032-02-05,Shipped,Supplier B
4420,A,1107.3888632768192,43,0.3883876670053073,North,5,1800.174134776766,9252,2032-02-06,Pending,Supplier A
