"claim_id","claim_date","sale_id","repair_status"
"CL-37420","2023-10-18","OID-104751","Free Replaced"
"CL-37421","2023-10-18","OID-363671","Free Replaced"
"CL-37422","2023-10-18","OID-375022","Free Replaced"
"CL-37424","2023-12-12","OID-387802","Paid Repaired"
"CL-37428","2023-07-16","OID-454799","Warranty Void"
"CL-37429","2023-04-28","OID-455103","Warranty Void"
"CL-37430","2023-10-19","OID-77098","Free Replaced"
"CL-37431","2023-10-19","OID-74731","Free Replaced"
"CL-37432","2023-10-19","OID-75693","Free Replaced"
"CL-37433","2023-10-19","OID-100141","Free Replaced"
"CL-37434","2023-10-19","OID-101006","Free Replaced"
"CL-37435","2023-10-19","OID-99705","Free Replaced"
"CL-37436","2023-10-19","OID-100048","Free Replaced"
"CL-37437","2023-10-19","OID-102033","Free Replaced"
"CL-37438","2023-10-19","OID-102619","Free Replaced"
"CL-37439","2023-10-19","OID-104155","Free Replaced"
"CL-37440","2023-10-19","OID-127505","Free Replaced"
"CL-37441","2023-10-19","OID-129857","Free Replaced"
"CL-37447","2023-09-11","OID-387824","Warranty Void"
"CL-37450","2023-10-08","OID-495302","Warranty Void"
"CL-37451","2023-09-28","OID-514104","Warranty Void"
"CL-37452","2023-07-17","OID-514134","Warranty Void"
"CL-37453","2023-10-20","OID-73475","Free Replaced"
"CL-37454","2023-10-20","OID-74444","Free Replaced"
"CL-37455","2023-10-20","OID-75213","Free Replaced"
"CL-37456","2023-10-20","OID-75841","Free Replaced"
"CL-37457","2023-10-20","OID-77352","Free Replaced"
"CL-37458","2023-10-20","OID-104799","Free Replaced"
"CL-37459","2023-10-20","OID-99402","Free Replaced"
"CL-37460","2023-10-20","OID-99415","Free Replaced"
"CL-37461","2023-10-20","OID-100823","Free Replaced"
"CL-37462","2023-10-20","OID-101890","Free Replaced"
"CL-37463","2023-10-20","OID-102629","Free Replaced"
"CL-37464","2023-10-20","OID-103082","Free Replaced"
"CL-37465","2023-10-20","OID-103242","Free Replaced"
"CL-37466","2023-10-20","OID-103537","Free Replaced"
"CL-37467","2023-10-20","OID-129059","Free Replaced"
"CL-37470","2023-10-20","OID-375004","Free Replaced"
"CL-37472","2024-02-04","OID-387062","Paid Repaired"
"CL-37473","2023-10-23","OID-387172","Warranty Void"
"CL-37474","2024-01-01","OID-387415","Paid Repaired"
"CL-37475","2023-08-31","OID-387612","Warranty Void"
"CL-37476","2023-10-21","OID-72724","Free Replaced"
"CL-37477","2023-10-21","OID-73945","Free Replaced"
"CL-37478","2023-10-21","OID-74100","Free Replaced"
"CL-37479","2023-10-21","OID-75511","Free Replaced"
"CL-37480","2023-10-21","OID-77207","Free Replaced"
"CL-37481","2023-10-21","OID-101811","Free Replaced"
"CL-37482","2023-10-21","OID-99391","Free Replaced"
"CL-37483","2023-10-21","OID-99560","Free Replaced"
"CL-37484","2023-10-21","OID-100035","Free Replaced"
"CL-37485","2023-10-21","OID-100356","Free Replaced"
"CL-37486","2023-10-21","OID-101586","Free Replaced"
"CL-37487","2023-10-21","OID-103070","Free Replaced"
"CL-37488","2023-10-21","OID-104426","Free Replaced"
"CL-37489","2023-10-21","OID-129391","Free Replaced"
"CL-37490","2023-10-21","OID-363637","Free Replaced"
"CL-37491","2023-10-21","OID-363651","Free Replaced"
"CL-37492","2023-10-21","OID-363692","Free Replaced"
"CL-37494","2023-10-21","OID-375048","Free Replaced"
"CL-37496","2023-10-21","OID-386509","Free Replaced"
"CL-37497","2023-06-30","OID-387088","Warranty Void"
"CL-37498","2023-06-07","OID-387571","Warranty Void"
"CL-37499","2023-10-04","OID-387577","Warranty Void"
"CL-37500","2023-08-09","OID-387599","Warranty Void"
"CL-37501","2023-11-11","OID-387768","Paid Repaired"
"CL-37502","2023-12-02","OID-387865","Paid Repaired"
"CL-37503","2023-11-22","OID-388318","Paid Repaired"
"CL-37505","2023-11-15","OID-451328","Warranty Void"
"CL-37506","2023-09-19","OID-450831","Warranty Void"
"CL-37507","2023-07-29","OID-452073","Warranty Void"
"CL-37508","2023-11-07","OID-473398","Warranty Void"
"CL-37509","2023-05-26","OID-494855","Warranty Void"
"CL-37510","2023-07-31","OID-517793","Warranty Void"
"CL-37511","2023-10-22","OID-75108","Free Replaced"
"CL-37512","2023-10-22","OID-73794","Free Replaced"
"CL-37513","2023-10-22","OID-74279","Free Replaced"
"CL-37514","2023-10-22","OID-74430","Free Replaced"
"CL-37515","2023-10-22","OID-75060","Free Replaced"
"CL-37516","2023-10-22","OID-76569","Free Replaced"
"CL-37517","2023-10-22","OID-101314","Free Replaced"
"CL-37518","2023-10-22","OID-103904","Free Replaced"
"CL-37519","2023-10-22","OID-99558","Free Replaced"
"CL-37520","2023-10-22","OID-102171","Free Replaced"
"CL-37521","2023-10-22","OID-102771","Free Replaced"
"CL-37522","2023-10-22","OID-127990","Free Replaced"
"CL-37523","2023-10-22","OID-129061","Free Replaced"
"CL-37524","2023-10-22","OID-363638","Free Replaced"
"CL-37525","2023-10-22","OID-363642","Free Replaced"
"CL-37529","2023-10-22","OID-375075","Free Replaced"
"CL-37534","2023-07-09","OID-387047","Warranty Void"
"CL-37535","2023-09-12","OID-387380","Warranty Void"
"CL-37536","2023-12-28","OID-387396","Paid Repaired"
"CL-37537","2023-06-20","OID-387874","Warranty Void"
"CL-37538","2023-04-17","OID-387963","Warranty Void"
"CL-37539","2023-12-07","OID-388085","Paid Repaired"
"CL-37540","2023-09-06","OID-388103","Warranty Void"
"CL-37542","2023-05-26","OID-388212","Warranty Void"
"CL-37543","2023-04-09","OID-388267","Warranty Void"
"CL-37545","2023-05-22","OID-473205","Warranty Void"
"CL-37546","2023-03-27","OID-476120","Warranty Void"
"CL-37547","2023-12-22","OID-494618","Paid Repaired"
"CL-37548","2023-10-21","OID-516617","Paid Repaired"
"CL-37549","2023-10-23","OID-74492","Free Replaced"
"CL-37550","2023-10-23","OID-73496","Free Replaced"
"CL-37551","2023-10-23","OID-74114","Free Replaced"
"CL-37552","2023-10-23","OID-77054","Free Replaced"
"CL-37553","2023-10-23","OID-77643","Free Replaced"
"CL-37554","2023-10-23","OID-78100","Free Replaced"
"CL-37555","2023-10-23","OID-102538","Free Replaced"
"CL-37556","2023-10-23","OID-100662","Free Replaced"
"CL-37557","2023-10-23","OID-101103","Free Replaced"
"CL-37558","2023-10-23","OID-102327","Free Replaced"
"CL-37559","2023-10-23","OID-102626","Free Replaced"
"CL-37560","2023-10-23","OID-129691","Free Replaced"
"CL-37561","2023-10-23","OID-363639","Free Replaced"
"CL-37567","2023-10-23","OID-386508","Free Replaced"
"CL-37569","2024-01-05","OID-387313","Paid Repaired"
"CL-37570","2023-09-22","OID-387628","Warranty Void"
"CL-37571","2023-07-07","OID-387698","Warranty Void"
"CL-37572","2023-08-29","OID-387880","Warranty Void"
"CL-37577","2023-09-01","OID-452229","Warranty Void"
"CL-37578","2023-09-26","OID-452936","Warranty Void"
"CL-37579","2023-10-18","OID-452673","Warranty Void"
"CL-37580","2023-04-22","OID-453482","Warranty Void"
"CL-37581","2024-01-06","OID-472536","Paid Repaired"
"CL-37582","2023-10-24","OID-76973","Free Replaced"
"CL-37583","2023-10-24","OID-74742","Free Replaced"
"CL-37584","2023-10-24","OID-75063","Free Replaced"
"CL-37585","2023-10-24","OID-75218","Free Replaced"
"CL-37586","2023-10-24","OID-75667","Free Replaced"
"CL-37587","2023-10-24","OID-75677","Free Replaced"
"CL-37588","2023-10-24","OID-76409","Free Replaced"
"CL-37589","2023-10-24","OID-100670","Free Replaced"
"CL-37590","2023-10-24","OID-102766","Free Replaced"
"CL-37591","2023-10-24","OID-363694","Free Replaced"
"CL-37592","2023-10-24","OID-363695","Free Replaced"
"CL-37598","2023-12-08","OID-387456","Paid Repaired"
"CL-37599","2023-08-05","OID-387522","Warranty Void"
"CL-37600","2023-07-21","OID-387733","Warranty Void"
"CL-37601","2023-11-23","OID-387843","Paid Repaired"
"CL-37602","2023-08-22","OID-388082","Warranty Void"
"CL-37605","2023-10-10","OID-475788","Paid Repaired"
"CL-37606","2023-08-27","OID-495084","Warranty Void"
"CL-37607","2023-10-25","OID-72107","Free Replaced"
"CL-37608","2023-10-25","OID-73946","Free Replaced"
"CL-37609","2023-10-25","OID-74103","Free Replaced"
"CL-37610","2023-10-25","OID-75057","Free Replaced"
"CL-37611","2023-10-25","OID-75221","Free Replaced"
"CL-37612","2023-10-25","OID-76576","Free Replaced"
"CL-37613","2023-10-25","OID-77788","Free Replaced"
"CL-37614","2023-10-25","OID-102081","Free Replaced"
"CL-37615","2023-10-25","OID-104197","Free Replaced"
"CL-37616","2023-10-25","OID-98959","Free Replaced"
"CL-37617","2023-10-25","OID-99080","Free Replaced"
"CL-37618","2023-10-25","OID-99247","Free Replaced"
"CL-37619","2023-10-25","OID-103244","Free Replaced"
"CL-37620","2023-10-25","OID-363599","Free Replaced"
"CL-37621","2023-10-25","OID-363607","Free Replaced"
"CL-37622","2023-10-25","OID-363674","Free Replaced"
"CL-37624","2023-08-12","OID-387083","Warranty Void"
"CL-37625","2023-10-14","OID-387210","Warranty Void"
"CL-37626","2023-11-09","OID-387598","Paid Repaired"
"CL-37627","2023-05-07","OID-387759","Warranty Void"
"CL-37628","2023-08-19","OID-387767","Warranty Void"
"CL-37629","2023-10-22","OID-388269","Paid Repaired"
"CL-37631","2023-07-14","OID-453778","Warranty Void"
"CL-37632","2023-08-10","OID-454529","Warranty Void"
"CL-37633","2023-10-30","OID-450797","Warranty Void"
"CL-37634","2023-05-05","OID-454141","Warranty Void"
"CL-37635","2023-10-21","OID-472976","Warranty Void"
"CL-37636","2023-03-25","OID-518216","Warranty Void"
"CL-37637","2023-10-26","OID-72644","Free Replaced"
"CL-37638","2023-10-26","OID-75443","Free Replaced"
"CL-37639","2023-10-26","OID-71930","Free Replaced"
"CL-37640","2023-10-26","OID-72715","Free Replaced"
"CL-37641","2023-10-26","OID-73301","Free Replaced"
"CL-37642","2023-10-26","OID-73488","Free Replaced"
"CL-37643","2023-10-26","OID-73943","Free Replaced"
"CL-37644","2023-10-26","OID-74902","Free Replaced"
"CL-37645","2023-10-26","OID-75992","Free Replaced"
"CL-37646","2023-10-26","OID-77799","Free Replaced"
"CL-37647","2023-10-26","OID-98493","Free Replaced"
"CL-37648","2023-10-26","OID-100354","Free Replaced"
"CL-37649","2023-10-26","OID-101121","Free Replaced"
"CL-37650","2023-10-26","OID-101402","Free Replaced"
"CL-37651","2023-10-26","OID-102030","Free Replaced"
"CL-37652","2023-10-26","OID-102467","Free Replaced"
"CL-37653","2023-10-26","OID-102777","Free Replaced"
"CL-37654","2023-10-26","OID-104293","Free Replaced"
"CL-37655","2023-10-26","OID-104430","Free Replaced"
"CL-37656","2023-10-26","OID-104431","Free Replaced"
"CL-37659","2023-10-26","OID-374985","Free Replaced"
"CL-37660","2023-10-26","OID-375047","Free Replaced"
"CL-37663","2023-10-12","OID-387120","Warranty Void"
"CL-37664","2023-11-07","OID-387161","Warranty Void"
"CL-37665","2023-11-18","OID-387538","Paid Repaired"
"CL-37666","2023-08-29","OID-387575","Warranty Void"
"CL-37667","2023-05-07","OID-388151","Warranty Void"
"CL-37669","2023-04-22","OID-388255","Warranty Void"
"CL-37670","2023-07-29","OID-454152","Warranty Void"
"CL-37671","2023-10-14","OID-472323","Warranty Void"
"CL-37672","2023-06-19","OID-493480","Warranty Void"
"CL-37673","2023-12-03","OID-494686","Paid Repaired"
"CL-37674","2023-11-14","OID-494991","Paid Repaired"
"CL-37675","2023-10-27","OID-77511","Free Replaced"
"CL-37676","2023-10-27","OID-102086","Free Replaced"
"CL-37677","2023-10-27","OID-104801","Free Replaced"
"CL-37678","2023-10-27","OID-99263","Free Replaced"
"CL-37679","2023-10-27","OID-126969","Free Replaced"
"CL-37680","2023-10-27","OID-129997","Free Replaced"
"CL-37681","2023-10-27","OID-363624","Free Replaced"
"CL-37682","2023-08-10","OID-387137","Warranty Void"
"CL-37683","2023-11-02","OID-387183","Warranty Void"
"CL-37684","2023-06-16","OID-387341","Warranty Void"
"CL-37685","2023-10-31","OID-387608","Warranty Void"
"CL-37686","2023-10-03","OID-387625","Warranty Void"
"CL-37687","2023-12-09","OID-388044","Paid Repaired"
"CL-37688","2023-09-07","OID-451829","Warranty Void"
"CL-37689","2023-06-24","OID-455059","Warranty Void"
"CL-37690","2023-09-10","OID-454411","Paid Repaired"
"CL-37691","2023-12-18","OID-473206","Paid Repaired"
"CL-37692","2023-09-09","OID-473884","Warranty Void"
"CL-37693","2023-06-27","OID-495906","Warranty Void"
"CL-37694","2023-10-28","OID-71993","Free Replaced"
"CL-37695","2023-10-28","OID-73607","Free Replaced"
"CL-37696","2023-10-28","OID-74348","Free Replaced"
"CL-37697","2023-10-28","OID-76204","Free Replaced"
"CL-37698","2023-10-28","OID-78170","Free Replaced"
"CL-37699","2023-10-28","OID-72861","Free Replaced"
"CL-37700","2023-10-28","OID-73801","Free Replaced"
"CL-37701","2023-10-28","OID-73944","Free Replaced"
"CL-37702","2023-10-28","OID-75224","Free Replaced"
"CL-37703","2023-10-28","OID-76293","Free Replaced"
"CL-37704","2023-10-28","OID-101488","Free Replaced"
"CL-37705","2023-10-28","OID-98175","Free Replaced"
"CL-37706","2023-10-28","OID-98189","Free Replaced"
"CL-37707","2023-10-28","OID-98637","Free Replaced"
"CL-37708","2023-10-28","OID-99393","Free Replaced"
"CL-37709","2023-10-28","OID-100668","Free Replaced"
"CL-37710","2023-10-28","OID-126933","Free Replaced"
"CL-37711","2023-10-28","OID-127811","Free Replaced"
"CL-37714","2023-10-28","OID-374980","Free Replaced"
"CL-37715","2023-10-28","OID-375036","Free Replaced"
"CL-37716","2023-10-28","OID-375081","Free Replaced"
"CL-37719","2023-10-28","OID-386519","Free Replaced"
"CL-37722","2023-12-23","OID-387085","Paid Repaired"
"CL-37723","2023-06-23","OID-387199","Warranty Void"
"CL-37724","2023-06-16","OID-387425","Warranty Void"
"CL-37725","2023-11-04","OID-387567","Warranty Void"
"CL-37726","2023-04-28","OID-388021","Warranty Void"
"CL-37727","2023-11-05","OID-388251","Paid Repaired"
"CL-37728","2023-08-20","OID-493287","Warranty Void"
"CL-37729","2023-09-16","OID-515843","Warranty Void"
"CL-37730","2023-10-29","OID-74192","Free Replaced"
"CL-37731","2023-10-29","OID-74347","Free Replaced"
"CL-37732","2023-10-29","OID-71630","Free Replaced"
"CL-37733","2023-10-29","OID-73473","Free Replaced"
"CL-37734","2023-10-29","OID-75688","Free Replaced"
"CL-37735","2023-10-29","OID-76575","Free Replaced"
"CL-37736","2023-10-29","OID-77208","Free Replaced"
"CL-37737","2023-10-29","OID-77212","Free Replaced"
"CL-37738","2023-10-29","OID-77216","Free Replaced"
"CL-37739","2023-10-29","OID-98704","Free Replaced"
"CL-37740","2023-10-29","OID-100407","Free Replaced"
"CL-37741","2023-10-29","OID-104071","Free Replaced"
"CL-37742","2023-10-29","OID-97998","Free Replaced"
"CL-37743","2023-10-29","OID-99082","Free Replaced"
"CL-37744","2023-10-29","OID-99713","Free Replaced"
"CL-37745","2023-10-29","OID-100018","Free Replaced"
"CL-37746","2023-10-29","OID-101117","Free Replaced"
"CL-37747","2023-10-29","OID-128599","Free Replaced"
"CL-37748","2023-10-29","OID-128774","Free Replaced"
"CL-37751","2023-10-29","OID-386514","Free Replaced"
"CL-37753","2024-01-13","OID-387117","Paid Repaired"
"CL-37755","2023-10-06","OID-450774","Warranty Void"
"CL-37756","2023-06-11","OID-475255","Warranty Void"
"CL-37757","2023-08-02","OID-494482","Warranty Void"
"CL-37758","2023-04-06","OID-495384","Warranty Void"
"CL-37759","2023-10-30","OID-74797","Free Replaced"
"CL-37760","2023-10-30","OID-75914","Free Replaced"
"CL-37761","2023-10-30","OID-78149","Free Replaced"
"CL-37762","2023-10-30","OID-73513","Free Replaced"
"CL-37763","2023-10-30","OID-74291","Free Replaced"
"CL-37764","2023-10-30","OID-75228","Free Replaced"
"CL-37765","2023-10-30","OID-75987","Free Replaced"
"CL-37766","2023-10-30","OID-77636","Free Replaced"
"CL-37767","2023-10-30","OID-100025","Free Replaced"
"CL-37768","2023-10-30","OID-101895","Free Replaced"
"CL-37769","2023-10-30","OID-125000","Free Replaced"
"CL-37772","2023-10-30","OID-375019","Free Replaced"
"CL-37774","2023-10-30","OID-386475","Free Replaced"
"CL-37775","2023-10-30","OID-386537","Free Replaced"
"CL-37777","2023-06-21","OID-387716","Warranty Void"
"CL-37778","2023-11-09","OID-388149","Paid Repaired"
"CL-37780","2023-11-29","OID-454474","Paid Repaired"
"CL-37781","2023-08-29","OID-475039","Warranty Void"
"CL-37782","2023-07-31","OID-493084","Warranty Void"
"CL-37783","2023-06-28","OID-514878","Warranty Void"
"CL-37784","2023-10-07","OID-518409","Paid Repaired"
"CL-37785","2023-10-31","OID-74645","Free Replaced"
"CL-37786","2023-10-31","OID-73017","Free Replaced"
"CL-37787","2023-10-31","OID-73485","Free Replaced"
"CL-37788","2023-10-31","OID-74433","Free Replaced"
"CL-37789","2023-10-31","OID-77368","Free Replaced"
"CL-37790","2023-10-31","OID-77502","Free Replaced"
"CL-37791","2023-10-31","OID-77633","Free Replaced"
"CL-37792","2023-10-31","OID-77791","Free Replaced"
"CL-37793","2023-10-31","OID-97664","Free Replaced"
"CL-37794","2023-10-31","OID-98184","Free Replaced"
"CL-37795","2023-10-31","OID-98342","Free Replaced"
"CL-37796","2023-10-31","OID-99863","Free Replaced"
"CL-37797","2023-10-31","OID-100346","Free Replaced"
"CL-37798","2023-10-31","OID-100954","Free Replaced"
"CL-37799","2023-10-31","OID-101409","Free Replaced"
"CL-37800","2023-10-31","OID-103550","Free Replaced"
"CL-37801","2023-10-31","OID-124608","Free Replaced"
"CL-37802","2023-10-31","OID-125086","Free Replaced"
"CL-37803","2023-10-31","OID-363647","Free Replaced"
"CL-37808","2023-10-31","OID-386535","Free Replaced"
"CL-37811","2023-10-15","OID-387254","Warranty Void"
"CL-37812","2024-01-26","OID-387299","Paid Repaired"
"CL-37813","2023-12-15","OID-387419","Paid Repaired"
"CL-37814","2023-12-14","OID-387664","Paid Repaired"
"CL-37815","2023-12-31","OID-387831","Paid Repaired"
"CL-37816","2023-12-08","OID-387849","Paid Repaired"
"CL-37817","2023-09-24","OID-388086","Paid Repaired"
"CL-37818","2023-06-29","OID-388110","Warranty Void"
"CL-37819","2023-08-08","OID-451830","Warranty Void"
"CL-37820","2024-01-04","OID-472073","Paid Repaired"
"CL-37821","2023-11-01","OID-72642","Free Replaced"
"CL-37822","2023-11-01","OID-76292","Free Replaced"
"CL-37823","2023-11-01","OID-77038","Free Replaced"
"CL-37824","2023-11-01","OID-77359","Free Replaced"
"CL-37825","2023-11-01","OID-77499","Free Replaced"
"CL-37826","2023-11-01","OID-77630","Free Replaced"
"CL-37827","2023-11-01","OID-97760","Free Replaced"
"CL-37828","2023-11-01","OID-99475","Free Replaced"
"CL-37829","2023-11-01","OID-102089","Free Replaced"
"CL-37830","2023-11-01","OID-98000","Free Replaced"
"CL-37831","2023-11-01","OID-98947","Free Replaced"
"CL-37832","2023-11-01","OID-100482","Free Replaced"
"CL-37833","2023-11-01","OID-100959","Free Replaced"
"CL-37834","2023-11-01","OID-103245","Free Replaced"
"CL-37835","2023-11-01","OID-103399","Free Replaced"
"CL-37836","2023-11-01","OID-103408","Free Replaced"
"CL-37837","2023-11-01","OID-103541","Free Replaced"
"CL-37838","2023-11-01","OID-104422","Free Replaced"
"CL-37839","2023-11-01","OID-126231","Free Replaced"
"CL-37840","2023-11-01","OID-126937","Free Replaced"
"CL-37841","2023-11-01","OID-127334","Free Replaced"
"CL-37842","2023-11-01","OID-131360","Free Replaced"
"CL-37843","2023-11-01","OID-124275","Free Replaced"
"CL-37844","2023-11-01","OID-124609","Free Replaced"
"CL-37845","2023-11-01","OID-124778","Free Replaced"
"CL-37846","2023-11-01","OID-125235","Free Replaced"
"CL-37849","2023-11-01","OID-374978","Free Replaced"
"CL-37850","2023-11-01","OID-374989","Free Replaced"
"CL-37851","2023-11-01","OID-374993","Free Replaced"
"CL-37853","2023-11-01","OID-386574","Free Replaced"
"CL-37854","2023-10-20","OID-387037","Warranty Void"
"CL-37855","2023-10-04","OID-387169","Warranty Void"
"CL-37856","2024-02-11","OID-387268","Paid Repaired"
"CL-37857","2023-05-25","OID-387394","Warranty Void"
"CL-37858","2023-05-09","OID-387626","Warranty Void"
"CL-37859","2023-04-21","OID-387896","Warranty Void"
"CL-37860","2023-05-30","OID-388155","Warranty Void"
"CL-37863","2023-09-04","OID-451674","Warranty Void"
"CL-37864","2023-04-09","OID-454264","Warranty Void"
"CL-37865","2023-08-10","OID-451476","Warranty Void"
"CL-37866","2023-06-07","OID-452223","Warranty Void"
"CL-37867","2023-04-13","OID-474517","Warranty Void"
"CL-37868","2023-11-02","OID-78030","Free Replaced"
"CL-37869","2023-11-02","OID-78150","Free Replaced"
"CL-37870","2023-11-02","OID-73941","Free Replaced"
"CL-37871","2023-11-02","OID-75379","Free Replaced"
"CL-37872","2023-11-02","OID-77040","Free Replaced"
"CL-37873","2023-11-02","OID-77351","Free Replaced"
"CL-37874","2023-11-02","OID-103127","Free Replaced"
"CL-37875","2023-11-02","OID-97492","Free Replaced"
"CL-37876","2023-11-02","OID-98940","Free Replaced"
"CL-37877","2023-11-02","OID-101416","Free Replaced"
"CL-37878","2023-11-02","OID-101885","Free Replaced"
"CL-37879","2023-11-02","OID-103996","Free Replaced"
"CL-37880","2023-11-02","OID-124856","Free Replaced"
"CL-37881","2023-11-02","OID-130739","Free Replaced"
"CL-37886","2023-11-26","OID-387860","Paid Repaired"
"CL-37887","2023-11-28","OID-387866","Paid Repaired"
"CL-37888","2023-09-14","OID-388081","Warranty Void"
"CL-37889","2023-05-05","OID-388236","Warranty Void"
"CL-37891","2024-01-19","OID-451485","Paid Repaired"
"CL-37892","2023-08-01","OID-454005","Warranty Void"
"CL-37893","2023-07-10","OID-452933","Warranty Void"
"CL-37894","2023-07-31","OID-516046","Warranty Void"
"CL-37895","2023-07-16","OID-516787","Warranty Void"
"CL-37896","2023-11-03","OID-74171","Free Replaced"
"CL-37897","2023-11-03","OID-74956","Free Replaced"
"CL-37898","2023-11-03","OID-74744","Free Replaced"
"CL-37899","2023-11-03","OID-74894","Free Replaced"
"CL-37900","2023-11-03","OID-75072","Free Replaced"
"CL-37901","2023-11-03","OID-76567","Free Replaced"
"CL-37902","2023-11-03","OID-97397","Free Replaced"
"CL-37903","2023-11-03","OID-98689","Free Replaced"
"CL-37904","2023-11-03","OID-99619","Free Replaced"
"CL-37905","2023-11-03","OID-102539","Free Replaced"
"CL-37906","2023-11-03","OID-104803","Free Replaced"
"CL-37907","2023-11-03","OID-97191","Free Replaced"
"CL-37908","2023-11-03","OID-98344","Free Replaced"
"CL-37909","2023-11-03","OID-100349","Free Replaced"
"CL-37910","2023-11-03","OID-100497","Free Replaced"
"CL-37911","2023-11-03","OID-101883","Free Replaced"
"CL-37912","2023-11-03","OID-128910","Free Replaced"
"CL-37913","2023-11-03","OID-124139","Free Replaced"
"CL-37915","2023-11-03","OID-374973","Free Replaced"
"CL-37916","2023-11-03","OID-386513","Free Replaced"
"CL-37917","2023-11-03","OID-386526","Free Replaced"
"CL-37918","2023-11-03","OID-386567","Free Replaced"
"CL-37919","2024-01-12","OID-387226","Paid Repaired"
"CL-37920","2023-05-10","OID-387723","Warranty Void"
"CL-37921","2023-08-06","OID-387851","Warranty Void"
"CL-37922","2023-08-12","OID-387872","Warranty Void"
"CL-37923","2024-01-04","OID-471884","Paid Repaired"
"CL-37924","2023-09-25","OID-473699","Warranty Void"
"CL-37925","2023-07-20","OID-472908","Warranty Void"
"CL-37926","2023-06-22","OID-496675","Warranty Void"
"CL-37927","2023-10-23","OID-517137","Paid Repaired"
"CL-37928","2023-11-04","OID-77686","Free Replaced"
"CL-37929","2023-11-04","OID-71306","Free Replaced"
"CL-37930","2023-11-04","OID-71637","Free Replaced"
"CL-37931","2023-11-04","OID-73155","Free Replaced"
"CL-37932","2023-11-04","OID-76289","Free Replaced"
"CL-37933","2023-11-04","OID-77350","Free Replaced"
"CL-37934","2023-11-04","OID-99260","Free Replaced"
"CL-37935","2023-11-04","OID-99854","Free Replaced"
"CL-37936","2023-11-04","OID-100350","Free Replaced"
"CL-37937","2023-11-04","OID-102169","Free Replaced"
"CL-37938","2023-11-04","OID-102464","Free Replaced"
"CL-37939","2023-11-04","OID-102781","Free Replaced"
"CL-37940","2023-11-04","OID-103543","Free Replaced"
"CL-37941","2023-11-04","OID-124439","Free Replaced"
"CL-37942","2023-11-04","OID-124611","Free Replaced"
"CL-37944","2023-11-04","OID-375000","Free Replaced"
"CL-37945","2023-11-04","OID-375037","Free Replaced"
"CL-37947","2023-11-04","OID-386528","Free Replaced"
"CL-37950","2023-11-16","OID-387080","Warranty Void"
"CL-37951","2023-06-14","OID-387770","Warranty Void"
"CL-37952","2023-08-15","OID-387796","Warranty Void"
"CL-37955","2023-07-01","OID-453860","Warranty Void"
"CL-37956","2023-07-03","OID-454775","Warranty Void"
"CL-37957","2023-07-06","OID-453015","Warranty Void"
"CL-37958","2023-09-04","OID-453694","Warranty Void"
"CL-37959","2023-09-20","OID-473675","Warranty Void"
"CL-37960","2023-09-03","OID-515417","Warranty Void"
"CL-37961","2023-08-24","OID-517230","Warranty Void"
"CL-37962","2023-11-05","OID-71934","Free Replaced"
"CL-37963","2023-11-05","OID-72116","Free Replaced"
"CL-37964","2023-11-05","OID-72870","Free Replaced"
"CL-37965","2023-11-05","OID-74587","Free Replaced"
"CL-37966","2023-11-05","OID-75231","Free Replaced"
"CL-37967","2023-11-05","OID-76571","Free Replaced"
"CL-37968","2023-11-05","OID-99461","Free Replaced"
"CL-37969","2023-11-05","OID-101964","Free Replaced"
"CL-37970","2023-11-05","OID-102677","Free Replaced"
"CL-37971","2023-11-05","OID-103473","Free Replaced"
"CL-37972","2023-11-05","OID-104215","Free Replaced"
"CL-37973","2023-11-05","OID-97659","Free Replaced"
"CL-37974","2023-11-05","OID-98481","Free Replaced"
"CL-37975","2023-11-05","OID-99400","Free Replaced"
"CL-37976","2023-11-05","OID-99410","Free Replaced"
"CL-37977","2023-11-05","OID-99851","Free Replaced"
"CL-37978","2023-11-05","OID-103553","Free Replaced"
"CL-37979","2023-11-05","OID-103689","Free Replaced"
"CL-37980","2023-11-05","OID-104298","Free Replaced"
"CL-37981","2023-11-05","OID-123890","Free Replaced"
"CL-37982","2023-11-05","OID-127184","Free Replaced"
"CL-37984","2023-11-05","OID-374976","Free Replaced"
"CL-37985","2023-11-05","OID-375016","Free Replaced"
"CL-37990","2024-01-29","OID-387194","Paid Repaired"
"CL-37991","2023-10-08","OID-387725","Warranty Void"
"CL-37993","2023-10-03","OID-388250","Paid Repaired"
"CL-37994","2023-09-05","OID-452392","Warranty Void"
"CL-37995","2023-11-28","OID-474624","Paid Repaired"
"CL-37996","2023-07-21","OID-496502","Warranty Void"
"CL-37997","2023-11-06","OID-70847","Free Replaced"
"CL-37998","2023-11-06","OID-72252","Free Replaced"
"CL-37999","2023-11-06","OID-77953","Free Replaced"
"CL-38000","2023-11-06","OID-97092","Free Replaced"
"CL-38001","2023-11-06","OID-100140","Free Replaced"
"CL-38002","2023-11-06","OID-96880","Free Replaced"
"CL-38003","2023-11-06","OID-97480","Free Replaced"
"CL-38004","2023-11-06","OID-98001","Free Replaced"
"CL-38005","2023-11-06","OID-99251","Free Replaced"
"CL-38006","2023-11-06","OID-99265","Free Replaced"
"CL-38007","2023-11-06","OID-100659","Free Replaced"
"CL-38008","2023-11-06","OID-102029","Free Replaced"
"CL-38009","2023-11-06","OID-123587","Free Replaced"
"CL-38010","2023-11-06","OID-123765","Free Replaced"
